txn_id,customer_id,payee_id,amount,hour_of_day,is_new_payee,is_new_device,is_loc_changed,valid_otp,social_scam_score,behavior_deviation,label_is_fraud,scam_scenario_id
TXN-132874,10676,PAY-5585,433.38,10,True,False,False,True,0.14,1.2,False,0
TXN-132875,5829,PAY-5586,3468.54,7,False,False,False,True,0.96,1.25,False,0
TXN-132876,1606,PAY-6278,1440.02,21,False,False,False,True,1.55,0.62,False,0
TXN-132877,5710,PAY-5694,6650.32,13,False,False,False,True,1.67,1.18,False,0
TXN-132878,4630,PAY-6071,3241.46,16,False,False,False,True,0.25,0.22,False,0
TXN-132879,9696,PAY-5027,1767.75,7,True,False,False,True,2.74,1.08,False,0
TXN-132880,8298,PAY-5744,897.32,13,False,False,False,True,0.03,0.69,False,0
TXN-132881,9959,PAY-5549,1794.25,17,False,False,False,True,2.2,0.33,False,0
TXN-132882,1521,PAY-6170,589.67,18,False,False,False,True,0.39,0.3,False,0
TXN-132883,5420,PAY-5697,2096.9,11,False,False,False,True,0.24,1.63,False,0
TXN-132884,7728,PAY-5494,1774.19,21,False,False,False,True,0.94,0.43,False,0
TXN-132885,7587,PAY-5714,1154.79,20,False,False,False,True,0.21,0.33,False,0
TXN-132886,10828,PAY-6204,628.29,19,False,False,False,True,0.05,0.4,False,0
TXN-132887,2774,PAY-5994,935.0,8,False,False,False,True,0.13,0.87,False,0
TXN-132888,4555,PAY-5653,689.94,17,True,False,False,True,1.44,1.13,False,0
TXN-132889,4914,PAY-5156,2466.66,7,True,False,False,True,0.08,0.48,False,0
TXN-132890,2999,PAY-5151,1337.09,13,False,False,False,True,0.0,0.74,False,0
TXN-132891,9890,PAY-5892,7598.95,13,False,False,False,True,1.04,0.58,False,0
TXN-132892,1275,PAY-5590,2978.06,7,False,False,False,True,3.44,0.61,False,0
TXN-132893,8181,PAY-6262,194.81,17,False,False,False,True,2.09,0.7,False,0
TXN-132894,9596,PAY-5369,5532.39,9,False,False,False,True,1.72,0.85,False,0
TXN-132895,3735,PAY-5152,6349.2,17,True,False,False,True,0.24,1.38,False,0
TXN-132896,9337,PAY-5852,12581.18,14,False,False,False,True,0.04,0.02,False,0
TXN-132897,3452,PAY-5607,1442.94,9,False,False,True,True,2.39,0.96,False,0
TXN-132898,4546,PAY-6251,3132.73,14,False,False,False,True,1.32,1.57,False,0
TXN-132899,7315,PAY-5529,2503.36,13,False,False,False,True,1.6,1.34,False,0
TXN-132900,3811,PAY-6158,1512.37,21,False,False,False,True,0.89,1.03,False,0
TXN-132901,7070,PAY-5301,2077.08,14,False,False,False,True,0.69,0.58,False,0
TXN-132902,2865,PAY-5111,3245.71,11,False,True,False,True,0.67,0.61,False,0
TXN-132903,8131,PAY-5701,1158.44,16,False,False,False,True,2.94,0.37,False,0
TXN-132904,3877,PAY-5169,3697.11,14,False,False,False,True,0.04,1.13,False,0
TXN-132905,5874,PAY-5848,1069.21,21,False,False,False,True,2.27,0.84,False,0
TXN-132906,10779,PAY-5214,3197.08,16,True,False,False,True,2.18,1.39,False,0
TXN-132907,6572,PAY-6267,873.55,17,False,False,False,True,0.04,0.86,False,0
TXN-132908,6338,PAY-6139,2407.25,19,False,False,False,True,3.42,-0.51,False,0
TXN-132909,7852,PAY-5823,501.22,22,False,True,False,True,0.0,0.78,False,0
TXN-132910,10069,PAY-6175,1690.87,13,True,False,False,True,2.08,0.79,False,0
TXN-132911,4889,PAY-5636,1681.77,15,False,False,False,True,1.98,1.23,False,0
TXN-132912,3953,PAY-5369,15051.1,21,False,False,False,True,0.58,0.74,False,0
TXN-132913,2913,PAY-5495,735.12,17,False,False,False,True,7.32,1.31,False,0
TXN-132914,4137,PAY-6116,2226.98,9,False,False,False,True,4.73,0.63,False,0
TXN-132915,5834,PAY-6132,1099.5,21,True,False,False,True,0.41,1.14,False,0
TXN-132916,9380,PAY-6091,3741.59,22,False,False,False,True,1.39,0.43,False,0
TXN-132917,8308,PAY-5332,3244.97,21,True,False,False,True,0.41,0.61,False,0
TXN-132918,2312,PAY-5030,623.51,10,False,False,False,True,0.36,1.01,False,0
TXN-132919,4698,PAY-6079,4742.31,8,True,False,False,True,0.16,1.05,False,0
TXN-132920,2538,PAY-5991,1522.98,10,False,True,False,True,1.53,1.18,False,0
TXN-132921,5880,PAY-5445,991.35,16,True,False,False,True,2.94,0.03,False,0
TXN-132922,9288,PAY-6089,11041.06,19,False,False,False,True,0.09,0.17,False,0
TXN-132923,3402,PAY-5712,6025.28,10,False,False,False,True,0.08,1.45,False,0
TXN-132924,8311,PAY-5621,7085.84,16,False,False,False,True,0.17,0.68,False,0
TXN-132925,3051,PAY-6148,4809.72,19,False,False,False,True,1.13,0.65,False,0
TXN-132926,6931,PAY-5969,2133.18,13,False,False,False,True,2.17,0.68,False,0
TXN-132927,8531,PAY-5925,1350.27,22,False,False,False,True,4.12,1.57,False,0
TXN-132928,3902,PAY-6257,4745.4,13,False,False,False,True,4.55,1.81,False,0
TXN-132929,1447,PAY-5773,1456.36,9,True,True,False,True,0.3,0.98,False,0
TXN-132930,3461,PAY-5645,1349.44,16,False,False,False,True,3.85,0.44,False,0
TXN-132931,1387,PAY-5348,2728.97,14,False,False,False,True,0.37,1.68,False,0
TXN-132932,8863,PAY-5409,4858.53,11,False,False,False,True,3.57,1.17,False,0
TXN-132933,4770,PAY-6086,1364.17,11,True,False,False,True,0.22,1.0,False,0
TXN-132934,5397,PAY-5301,1892.16,18,False,False,False,True,5.94,1.2,False,0
TXN-132935,4504,PAY-5589,554.22,22,False,False,False,True,5.94,1.04,False,0
TXN-132936,9442,PAY-5197,11099.96,16,False,False,False,True,2.2,0.47,False,0
TXN-132937,9413,PAY-6080,1383.59,10,False,False,False,True,5.15,0.73,False,0
TXN-132938,5248,PAY-5535,1534.3,14,False,False,False,True,6.45,1.3,False,0
TXN-132939,4454,PAY-5406,2016.55,7,False,False,False,True,0.04,1.85,False,0
TXN-132940,6278,PAY-5116,1828.84,17,True,False,False,True,0.05,1.11,False,0
TXN-132941,4310,PAY-5058,2640.49,10,False,False,False,True,0.1,0.68,False,0
TXN-132942,6856,PAY-6176,38306.8,8,False,False,False,True,1.52,1.58,False,0
TXN-132943,6444,PAY-5597,3284.95,17,False,False,False,True,0.15,0.23,False,0
TXN-132944,5441,PAY-5677,934.92,9,False,False,False,True,0.22,1.27,False,0
TXN-132945,6442,PAY-5793,7495.34,22,False,True,False,True,0.41,0.61,False,0
TXN-132946,5942,PAY-6288,2040.05,8,True,False,False,True,1.53,0.23,False,0
TXN-132947,3005,PAY-6187,1477.01,16,False,True,False,True,3.54,1.44,False,0
TXN-132948,7557,PAY-5991,1591.7,21,False,False,False,True,1.69,1.41,False,0
TXN-132949,1446,PAY-6220,1875.89,12,False,False,False,True,0.14,1.82,False,0
TXN-132950,9006,PAY-6101,368.94,19,False,False,False,True,0.04,1.36,False,0
TXN-132951,4243,PAY-5447,555.99,19,False,False,True,True,3.93,1.15,False,0
TXN-132952,5833,PAY-5470,3792.18,9,False,False,False,True,0.13,1.59,False,0
TXN-132953,1143,PAY-5092,626.92,17,False,True,False,True,0.22,0.59,False,0
TXN-132954,5525,PAY-5933,1244.68,12,False,False,False,True,0.24,0.82,False,0
TXN-132955,9690,PAY-5925,1636.14,14,False,False,False,True,0.62,0.27,False,0
TXN-132956,10785,PAY-5597,438.69,14,False,False,False,True,1.62,0.16,False,0
TXN-132957,4749,PAY-6258,2765.03,14,False,False,False,True,0.06,0.54,False,0
TXN-132958,6687,PAY-5851,10052.04,19,False,False,False,True,1.5,0.4,False,0
TXN-132959,7103,PAY-5524,2060.52,19,False,False,False,True,0.17,1.3,False,0
TXN-132960,4391,PAY-5575,4420.76,12,False,False,False,True,0.14,0.94,False,0
TXN-132961,2988,PAY-5877,599.72,13,False,False,False,True,0.36,0.82,False,0
TXN-132962,1422,PAY-5929,2508.72,11,False,False,False,True,0.43,0.64,False,0
TXN-132963,5897,PAY-5443,532.22,16,False,False,False,True,5.3,1.35,False,0
TXN-132964,1688,PAY-5169,1642.02,22,False,False,False,True,0.9,0.89,False,0
TXN-132965,8149,PAY-5632,851.59,7,True,True,False,True,4.61,0.54,False,0
TXN-132966,6618,PAY-6299,3674.21,18,False,False,False,True,0.04,0.38,False,0
TXN-132967,9284,PAY-5912,4891.79,15,False,False,False,True,1.17,1.21,False,0
TXN-132968,5418,PAY-5998,6178.44,8,False,False,False,True,0.36,0.95,False,0
TXN-132969,3602,PAY-5938,2512.61,16,False,False,False,True,0.12,2.13,False,0
TXN-132970,5907,PAY-5591,1054.42,15,False,False,False,True,0.0,0.82,False,0
TXN-132971,6242,PAY-6124,1056.46,10,False,True,False,True,5.44,0.81,False,0
TXN-132972,9394,PAY-5905,823.65,12,False,False,False,True,1.93,0.49,False,0
TXN-132973,4777,PAY-5491,691.16,19,False,False,False,True,1.97,1.16,False,0
TXN-132974,7332,PAY-6144,1007.5,11,False,False,False,True,4.5,1.13,False,0
TXN-132975,8659,PAY-5748,1972.0,18,False,False,False,True,0.43,1.06,False,0
TXN-132976,6953,PAY-6022,2442.68,15,False,False,False,True,0.21,0.52,False,0
TXN-132977,8715,PAY-5865,418.47,16,False,False,False,True,1.63,0.05,False,0
TXN-132978,9695,PAY-6227,1549.84,22,False,False,True,True,3.57,1.21,False,0
TXN-132979,10631,PAY-5201,506.73,21,True,False,False,True,0.39,0.48,False,0
TXN-132980,3669,PAY-6200,5271.6,11,False,False,False,True,0.32,0.9,False,0
TXN-132981,10642,PAY-5155,3292.4,18,False,False,False,True,0.11,0.25,False,0
TXN-132982,2170,PAY-5590,2800.26,21,False,False,False,True,0.67,0.8,False,0
TXN-132983,8116,PAY-5270,2394.06,11,False,False,False,True,0.16,1.37,False,0
TXN-132984,3776,PAY-5660,1316.81,11,False,False,False,True,0.25,0.57,False,0
TXN-132985,8400,PAY-5973,974.68,8,False,False,False,True,2.11,1.62,False,0
TXN-132986,1230,PAY-6017,932.9,18,False,False,False,True,0.73,1.27,False,0
TXN-132987,5344,PAY-6233,50.0,17,True,False,False,True,0.16,0.44,False,0
TXN-132988,8251,PAY-5047,2517.5,17,False,False,False,True,1.03,1.98,False,0
TXN-132989,5825,PAY-6187,5765.65,22,False,False,False,True,0.72,1.38,False,0
TXN-132990,2130,PAY-5175,2221.92,10,False,False,False,True,1.02,-0.08,False,0
TXN-132991,4956,PAY-6271,3441.94,19,False,False,False,True,0.01,1.08,False,0
TXN-132992,7402,PAY-5957,923.23,13,False,False,False,True,0.64,1.34,False,0
TXN-132993,9090,PAY-5164,2556.72,20,False,False,False,True,1.27,1.14,False,0
TXN-132994,4233,PAY-5087,2831.09,19,False,True,False,True,0.29,1.6,False,0
TXN-132995,5436,PAY-5991,1382.88,13,False,False,False,True,0.79,0.82,False,0
TXN-132996,7363,PAY-5024,18448.84,19,False,False,False,True,0.02,0.34,False,0
TXN-132997,3202,PAY-5666,1682.09,14,False,False,False,True,0.2,0.24,False,0
TXN-132998,5514,PAY-6211,724.87,7,False,False,False,True,3.09,0.42,False,0
TXN-132999,8226,PAY-6252,1326.45,18,True,False,False,True,0.53,1.31,False,0
TXN-133000,10297,PAY-6119,1510.42,9,False,False,False,True,3.79,1.08,False,0
TXN-133001,6298,PAY-5586,2451.38,15,False,False,False,True,5.92,0.82,False,0
TXN-133002,2607,PAY-6189,2493.87,17,False,False,False,True,0.66,0.33,False,0
TXN-133003,4506,PAY-6250,1977.16,10,False,False,False,True,4.98,0.07,False,0
TXN-133004,2403,PAY-5430,1928.15,11,False,False,False,True,0.99,0.53,False,0
TXN-133005,6797,PAY-5350,625.52,7,False,False,False,True,3.34,0.94,False,0
TXN-133006,9959,PAY-5419,2155.93,14,False,False,False,True,7.06,0.12,False,0
TXN-133007,6759,PAY-5022,1333.01,12,False,False,False,True,0.15,1.08,False,0
TXN-133008,10772,PAY-6010,5602.08,13,False,False,False,True,3.0,1.31,False,0
TXN-133009,5251,PAY-5202,3123.42,14,False,False,True,True,8.11,0.54,False,0
TXN-133010,7568,PAY-5059,326.64,7,False,False,False,True,0.28,1.68,False,0
TXN-133011,3593,PAY-5376,989.67,17,False,False,True,True,0.69,1.17,False,0
TXN-133012,2991,PAY-5695,610.99,9,False,False,False,True,0.0,0.97,False,0
TXN-133013,7206,PAY-5812,496.2,13,False,False,False,True,4.43,1.28,False,0
TXN-133014,8093,PAY-5213,2648.57,10,False,False,False,True,0.12,0.73,False,0
TXN-133015,6097,PAY-5785,1494.51,20,False,False,False,True,0.0,1.6,False,0
TXN-133016,8400,PAY-6221,1603.41,11,False,False,False,True,0.38,0.44,False,0
TXN-133017,3596,PAY-5198,589.9,7,False,False,False,True,5.12,1.18,False,0
TXN-133018,1802,PAY-5312,1359.79,10,False,False,False,True,1.18,2.26,False,0
TXN-133019,9844,PAY-5145,873.9,20,True,False,True,True,0.03,1.0,False,0
TXN-133020,9439,PAY-5830,1901.28,21,False,False,False,True,1.63,1.07,False,0
TXN-133021,5007,PAY-5814,1605.45,20,False,False,False,True,0.39,1.39,False,0
TXN-133022,7422,PAY-5045,2558.83,15,False,False,False,True,2.66,0.52,False,0
TXN-133023,7815,PAY-5499,2249.11,7,False,False,False,True,0.03,1.26,False,0
TXN-133024,1398,PAY-5084,906.94,10,False,False,False,True,0.1,0.57,False,0
TXN-133025,4225,PAY-5979,10151.5,14,True,False,False,True,2.59,1.54,False,0
TXN-133026,10283,PAY-6063,4697.97,9,False,False,False,True,0.64,0.95,False,0
TXN-133027,6166,PAY-6189,294.64,17,False,False,False,True,0.3,1.08,False,0
TXN-133028,5298,PAY-5751,3385.23,19,False,False,False,True,2.33,1.55,False,0
TXN-133029,8933,PAY-6286,4516.25,15,False,False,False,True,0.48,1.45,False,0
TXN-133030,8714,PAY-5314,4544.64,15,True,False,False,True,0.61,0.81,False,0
TXN-133031,5124,PAY-5628,3671.93,7,False,False,False,True,4.65,0.38,False,0
TXN-133032,4348,PAY-5628,903.57,15,False,False,False,True,0.67,0.79,False,0
TXN-133033,5518,PAY-5640,5170.91,16,False,False,False,True,0.23,0.44,False,0
TXN-133034,2168,PAY-5930,2811.99,11,False,True,False,True,0.19,-0.56,False,0
TXN-133035,8872,PAY-5956,1146.19,21,False,False,False,True,0.16,1.03,False,0
TXN-133036,2353,PAY-5605,1449.17,14,True,False,False,True,0.7,1.12,False,0
TXN-133037,4056,PAY-5308,2450.23,10,False,False,False,True,0.59,0.93,False,0
TXN-133038,2793,PAY-6265,4436.14,13,False,True,False,True,0.16,0.66,False,0
TXN-133039,4667,PAY-5254,976.26,9,False,True,False,True,0.75,1.67,False,0
TXN-133040,7103,PAY-5170,4456.47,14,False,False,False,True,0.93,0.82,False,0
TXN-133041,7282,PAY-6011,1563.99,22,False,False,False,True,0.18,0.73,False,0
TXN-133042,7535,PAY-5077,6395.3,15,False,False,False,True,0.03,1.84,False,0
TXN-133043,7560,PAY-5697,10541.99,11,False,False,False,True,0.54,0.99,False,0
TXN-133044,3928,PAY-5886,11592.07,18,False,False,False,True,0.58,1.35,False,0
TXN-133045,5754,PAY-6247,4448.76,9,False,False,False,True,0.21,1.04,False,0
TXN-133046,6850,PAY-5771,567.4,22,False,False,False,True,0.02,0.63,False,0
TXN-133047,6638,PAY-6068,1973.48,10,False,False,False,True,0.73,0.51,False,0
TXN-133048,2668,PAY-5106,1529.04,21,False,False,False,True,1.9,1.52,False,0
TXN-133049,9115,PAY-6137,1109.93,14,False,False,False,True,3.32,0.99,False,0
TXN-133050,3575,PAY-6133,426.46,10,False,False,False,True,2.12,1.77,False,0
TXN-133051,10296,PAY-5749,1307.9,7,True,False,False,True,0.01,1.7,False,0
TXN-133052,3757,PAY-6134,1020.53,18,False,False,False,True,1.82,0.93,False,0
TXN-133053,10205,PAY-5745,496.43,10,False,False,False,True,1.46,1.15,False,0
TXN-133054,1167,PAY-5095,4354.63,19,False,False,False,True,1.84,1.11,False,0
TXN-133055,9884,PAY-5245,2473.99,22,False,False,False,True,0.1,0.96,False,0
TXN-133056,10975,PAY-5907,1283.48,16,True,False,False,True,0.1,0.99,False,0
TXN-133057,4842,PAY-5080,1984.28,11,False,True,False,True,0.28,0.96,False,0
TXN-133058,4676,PAY-6061,949.35,11,False,False,True,True,0.77,1.28,False,0
TXN-133059,2624,PAY-5072,5297.45,9,False,False,False,True,0.72,2.15,False,0
TXN-133060,4120,PAY-5331,849.12,13,False,False,False,True,1.18,0.7,False,0
TXN-133061,10915,PAY-5808,4458.17,8,False,False,False,True,2.81,2.28,False,0
TXN-133062,1040,PAY-5507,2323.47,13,False,False,False,True,5.51,0.84,False,0
TXN-133063,8512,PAY-5822,1296.08,8,False,False,False,True,2.89,0.88,False,0
TXN-133064,4702,PAY-5943,388.98,22,False,False,False,True,0.4,1.64,False,0
TXN-133065,7561,PAY-5483,864.49,8,False,False,False,True,1.95,1.73,False,0
TXN-133066,8625,PAY-5355,228.38,7,False,False,True,True,0.33,1.46,False,0
TXN-133067,6680,PAY-5683,397.91,8,False,False,False,True,0.01,1.36,False,0
TXN-133068,8751,PAY-5115,6106.31,12,False,False,False,True,0.11,1.41,False,0
TXN-133069,6403,PAY-5689,242.66,18,False,False,False,True,0.2,0.86,False,0
TXN-133070,7401,PAY-6090,1058.46,16,False,False,False,True,1.84,1.73,False,0
TXN-133071,10830,PAY-5295,1327.95,21,False,False,False,True,0.05,1.51,False,0
TXN-133072,4163,PAY-5012,1089.34,14,False,False,False,True,2.64,0.94,False,0
TXN-133073,7238,PAY-5054,872.76,18,False,False,False,True,0.18,0.83,False,0
TXN-133074,4443,PAY-5534,1215.61,21,False,True,False,True,2.49,1.08,False,0
TXN-133075,7318,PAY-5489,1709.14,13,False,False,False,True,0.0,1.3,False,0
TXN-133076,10499,PAY-5350,1034.17,10,False,False,False,True,6.3,0.74,False,0
TXN-133077,1857,PAY-5367,3037.52,15,False,False,False,True,0.77,1.17,False,0
TXN-133078,4251,PAY-5817,6351.53,13,False,False,False,True,0.06,1.17,False,0
TXN-133079,3312,PAY-5395,2072.29,15,False,False,False,True,0.09,1.76,False,0
TXN-133080,8010,PAY-5444,1031.9,9,False,True,False,True,0.03,0.67,False,0
TXN-133081,2739,PAY-5842,1365.96,20,False,False,False,True,1.07,1.09,False,0
TXN-133082,7793,PAY-5921,2506.81,17,False,False,False,True,0.08,1.29,False,0
TXN-133083,9152,PAY-5694,5813.53,19,False,False,False,True,0.26,0.68,False,0
TXN-133084,1440,PAY-5928,1434.2,16,False,False,False,True,6.02,1.44,False,0
TXN-133085,4555,PAY-5399,920.02,13,True,False,False,True,1.21,1.8,False,0
TXN-133086,6204,PAY-5697,1766.67,21,False,False,False,True,3.1,1.31,False,0
TXN-133087,8699,PAY-5839,763.72,10,False,False,False,True,0.0,0.98,False,0
TXN-133088,10684,PAY-6059,544.7,10,False,False,False,True,0.4,1.32,False,0
TXN-133089,6385,PAY-5729,2777.98,21,False,False,False,True,0.1,0.96,False,0
TXN-133090,8368,PAY-5513,1532.76,10,False,False,False,True,2.42,1.46,False,0
TXN-133091,1311,PAY-5692,50.0,13,False,False,False,True,0.02,1.34,False,0
TXN-133092,5955,PAY-5528,4369.8,12,False,False,False,True,5.31,0.58,False,0
TXN-133093,1231,PAY-6011,642.83,11,False,False,False,True,1.27,1.19,False,0
TXN-133094,5968,PAY-6212,503.29,7,False,False,False,True,0.08,0.36,False,0
TXN-133095,7851,PAY-5113,1070.58,8,False,False,False,True,0.09,0.74,False,0
TXN-133096,3841,PAY-6279,5621.62,8,False,False,False,True,0.52,1.73,False,0
TXN-133097,7652,PAY-5069,2528.28,21,False,False,False,True,0.01,1.53,False,0
TXN-133098,5494,PAY-5233,2404.5,7,False,False,False,True,4.11,1.22,False,0
TXN-133099,1826,PAY-5192,7842.95,19,False,False,False,True,0.41,1.01,False,0
TXN-133100,5322,PAY-5488,1298.73,13,False,False,False,True,0.29,0.83,False,0
TXN-133101,5595,PAY-5194,3415.64,13,False,False,False,True,0.05,-0.05,False,0
TXN-133102,2842,PAY-5279,785.47,22,False,False,False,True,5.22,0.7,False,0
TXN-133103,8601,PAY-5780,1167.62,16,True,False,False,True,0.06,0.41,False,0
TXN-133104,7659,PAY-6040,5143.59,19,False,False,False,True,2.17,1.09,False,0
TXN-133105,7110,PAY-5813,3853.23,8,True,False,False,True,0.87,1.43,False,0
TXN-133106,4746,PAY-5859,1479.19,15,False,False,False,True,0.76,0.53,False,0
TXN-133107,2450,PAY-5379,1040.83,22,False,False,False,True,0.85,0.58,False,0
TXN-133108,3540,PAY-5522,1507.79,14,False,False,False,True,2.64,1.32,False,0
TXN-133109,7190,PAY-5069,1094.17,18,False,True,False,True,1.64,1.56,False,0
TXN-133110,9018,PAY-5766,2440.31,8,False,False,False,True,0.14,1.09,False,0
TXN-133111,6747,PAY-5502,1694.36,16,False,False,True,True,0.23,1.3,False,0
TXN-133112,1662,PAY-5603,573.47,7,False,False,False,True,0.11,1.13,False,0
TXN-133113,4469,PAY-6191,2162.71,9,False,False,False,True,0.96,0.36,False,0
TXN-133114,4896,PAY-5296,574.28,7,False,False,False,True,3.04,1.14,False,0
TXN-133115,3997,PAY-5391,759.24,14,False,False,False,True,0.51,1.3,False,0
TXN-133116,5905,PAY-5157,413.62,19,False,False,False,True,0.2,1.09,False,0
TXN-133117,8687,PAY-5523,1339.76,15,False,False,False,True,1.26,1.47,False,0
TXN-133118,3448,PAY-5568,7961.87,13,False,False,False,True,0.0,1.62,False,0
TXN-133119,7770,PAY-6261,376.48,9,True,False,False,True,1.35,0.48,False,0
TXN-133120,10317,PAY-6067,4386.28,11,False,False,False,True,0.64,0.93,False,0
TXN-133121,2791,PAY-6050,4922.43,14,False,False,False,True,0.59,1.08,False,0
TXN-133122,3387,PAY-5709,5252.97,11,False,True,False,True,0.0,1.4,False,0
TXN-133123,7568,PAY-6209,306.3,13,False,False,False,True,0.01,1.12,False,0
TXN-133124,4209,PAY-6110,4218.41,17,True,False,False,True,0.04,1.39,False,0
TXN-133125,2485,PAY-6119,5207.18,16,False,False,False,True,0.57,1.91,False,0
TXN-133126,6667,PAY-5774,4121.15,10,False,False,False,True,0.18,1.84,False,0
TXN-133127,5048,PAY-6244,484.28,20,False,False,False,True,0.29,1.27,False,0
TXN-133128,9570,PAY-5176,1325.51,12,False,False,False,True,3.64,0.28,False,0
TXN-133129,8841,PAY-5308,1602.64,12,True,False,False,True,1.02,0.4,False,0
TXN-133130,1813,PAY-5159,2051.05,21,True,False,False,True,2.85,-0.32,False,0
TXN-133131,1170,PAY-5221,11585.11,22,False,False,False,True,0.87,0.75,False,0
TXN-133132,1173,PAY-5547,3686.02,11,False,False,False,True,0.15,1.31,False,0
TXN-133133,7508,PAY-5804,3842.37,9,False,False,True,True,3.6,0.83,False,0
TXN-133134,5987,PAY-5717,9829.14,19,False,False,False,True,2.86,1.26,False,0
TXN-133135,7994,PAY-5030,1294.26,21,False,False,False,True,0.45,1.69,False,0
TXN-133136,1825,PAY-5961,1249.53,7,False,False,False,True,0.02,1.99,False,0
TXN-133137,9238,PAY-5609,437.6,13,False,False,False,True,0.41,1.31,False,0
TXN-133138,5691,PAY-6242,264.5,8,False,False,False,True,4.37,0.84,False,0
TXN-133139,2014,PAY-5830,788.36,17,False,False,False,True,0.77,1.01,False,0
TXN-133140,7633,PAY-6074,1076.0,10,False,False,False,True,5.55,1.08,False,0
TXN-133141,7032,PAY-6112,3932.82,21,False,False,False,True,1.74,1.42,False,0
TXN-133142,3405,PAY-5075,1195.84,17,False,False,False,True,0.11,1.4,False,0
TXN-133143,5799,PAY-6020,3095.61,20,False,False,False,True,0.61,1.27,False,0
TXN-133144,7441,PAY-5288,2908.76,14,False,False,False,True,0.01,0.84,False,0
TXN-133145,3202,PAY-5291,1858.65,13,False,True,False,True,0.92,0.78,False,0
TXN-133146,6083,PAY-5576,2549.07,14,True,False,False,True,0.77,1.43,False,0
TXN-133147,10913,PAY-5369,348.27,14,False,False,True,True,0.6,1.82,False,0
TXN-133148,4920,PAY-5547,6575.96,9,True,True,False,True,0.16,1.46,False,0
TXN-133149,2313,PAY-6155,3724.06,9,True,False,False,True,0.26,1.61,False,0
TXN-133150,4720,PAY-5523,1243.65,11,False,False,False,True,3.54,1.02,False,0
TXN-133151,4949,PAY-5332,3170.03,9,False,False,False,True,0.01,0.38,False,0
TXN-133152,6788,PAY-5371,303.12,20,False,False,False,True,0.77,0.9,False,0
TXN-133153,7112,PAY-5625,829.11,19,False,False,False,True,0.07,1.01,False,0
TXN-133154,6526,PAY-5860,50.0,12,False,False,False,True,4.87,1.39,False,0
TXN-133155,6527,PAY-5156,1137.74,12,False,False,False,True,0.35,1.86,False,0
TXN-133156,3527,PAY-5286,879.44,12,False,False,False,True,0.08,0.73,False,0
TXN-133157,10234,PAY-6298,1468.84,10,False,False,False,True,1.61,1.15,False,0
TXN-133158,10018,PAY-5075,1125.58,7,False,False,False,True,3.93,1.09,False,0
TXN-133159,6567,PAY-5295,2400.04,11,False,False,False,True,0.05,1.64,False,0
TXN-133160,4960,PAY-5470,610.63,20,False,False,False,True,0.39,1.79,False,0
TXN-133161,9015,PAY-5142,6140.93,14,False,False,False,True,0.11,0.5,False,0
TXN-133162,4073,PAY-5892,543.42,21,False,False,False,True,1.57,0.01,False,0
TXN-133163,5113,PAY-6258,7531.73,19,False,True,False,True,3.02,1.12,False,0
TXN-133164,3937,PAY-5432,379.87,16,False,False,False,True,1.98,0.94,False,0
TXN-133165,3174,PAY-5758,1026.22,12,False,False,False,True,1.75,0.59,False,0
TXN-133166,7495,PAY-5219,854.03,19,False,False,False,True,0.17,1.37,False,0
TXN-133167,5801,PAY-6299,891.32,19,False,False,False,True,1.26,1.06,False,0
TXN-133168,3316,PAY-5318,1838.73,9,False,False,False,True,0.05,0.88,False,0
TXN-133169,2703,PAY-5689,1531.29,14,False,False,False,True,2.15,-0.17,False,0
TXN-133170,9050,PAY-5209,1599.56,9,False,False,False,True,1.36,1.46,False,0
TXN-133171,1212,PAY-5856,1610.5,15,False,False,False,True,0.51,1.56,False,0
TXN-133172,7705,PAY-5695,5817.42,8,False,False,False,True,2.82,0.83,False,0
TXN-133173,5670,PAY-6179,4055.25,10,False,False,False,True,1.82,1.03,False,0
TXN-133174,6415,PAY-6277,9198.59,13,False,False,False,True,0.57,1.06,False,0
TXN-133175,8292,PAY-5603,1153.19,11,False,False,False,True,1.31,0.79,False,0
TXN-133176,4292,PAY-5397,957.91,17,False,False,False,True,0.2,0.9,False,0
TXN-133177,7517,PAY-5804,2176.47,15,False,False,False,True,0.14,0.8,False,0
TXN-133178,2887,PAY-5298,938.09,7,True,False,False,True,4.56,0.88,False,0
TXN-133179,8672,PAY-6269,1193.06,20,False,False,True,True,0.15,1.22,False,0
TXN-133180,8408,PAY-5773,3337.84,13,False,False,False,True,1.48,1.37,False,0
TXN-133181,4506,PAY-5898,479.62,22,True,False,False,True,0.73,1.87,False,0
TXN-133182,6112,PAY-5470,937.77,21,False,False,False,True,0.73,1.14,False,0
TXN-133183,1043,PAY-6001,6230.51,21,True,False,False,True,6.39,1.69,False,0
TXN-133184,1407,PAY-6112,1017.34,12,False,False,False,True,0.94,1.64,False,0
TXN-133185,5298,PAY-6016,3407.07,8,False,False,False,True,0.66,-0.09,False,0
TXN-133186,5676,PAY-5064,3518.13,19,False,False,False,True,1.31,1.04,False,0
TXN-133187,2251,PAY-6178,7204.58,16,False,False,False,True,0.07,0.45,False,0
TXN-133188,8872,PAY-5254,1405.97,9,False,False,False,True,0.42,1.18,False,0
TXN-133189,9945,PAY-5195,2824.48,19,True,False,False,True,0.04,1.33,False,0
TXN-133190,9839,PAY-6136,17317.83,7,False,False,False,True,1.7,1.23,False,0
TXN-133191,5147,PAY-6226,1243.06,12,False,False,False,True,2.19,1.12,False,0
